Address,District,Community,Area,RentPrice,Layer,Shape,Toward,Release_Date,Rent_Period,Is_lift,Is_parking,water_way,electricity_way,Subwayline_Number,Subway_Distance,Is_TV,Is_fridge,Is_washer,Is_air,Is_heater,Is_bed,Is_heating,Is_wifi,Is_closet,Is_gas,Is_img,Catch_time
松江,松江大学城,文翔名苑(别墅),185,3000元/月 ,低楼层/3层,4室2厅,南/北,1个月前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/6f6513a7-c7ff-43b8-b91f-ef668ceb5581.jpg.780x439.jpg,2019-07-13 13:01:14
普陀,中远两湾城,中远两湾城,101,7800元/月 (季付价),低楼层/32层,2室2厅,南,15天前,1年以内,有,暂无数据,民水,民电,3,183,1,1,1,1,1,1,1,1,1,1,http://vrlab-image.ljcdn.com/release/auto3dhd/afe614a30570001cd43cd420d9643d41/screenshot/1562297072_10/pc0_i9tyneHpl.jpg.q_70.jpg,2019-07-13 13:01:18
杨浦,中原,国和二村,41,3500元/月 ,高楼层/6层,1室1厅,南,9天前,暂无数据,无,暂无数据,民水,民电,2,296,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/5c2ca9c3-ecc9-4c16-8768-9a2d73e41d5f.jpg.780x439.jpg,2019-07-13 13:01:23
徐汇,龙华,龙南三四村,41,4000元/月 ,高楼层/6层,1室1厅,南,17天前,暂无数据,无,暂无数据,民水,民电,1,869,0,0,0,0,0,0,0,0,0,0,http://vrlab-image.ljcdn.com/release/vradmin/1000000022197888/images/e6eb40e4-6914-45d3-842e-44bc229546e9.png.q_70.jpg,2019-07-13 13:01:28
黄浦,人民广场,重庆大楼,55,7000元/月 (季付价),高楼层/7层,2室1厅,南,3天前,1~2年,有,暂无数据,民水,民电,4,599,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/6c050939-0032-49ea-981f-66e068237114.jpg.780x439.jpg,2019-07-13 13:01:32
宝山,罗店,美安路628弄,74,2000元/月 ,高楼层/18层,2室1厅,南,15天前,暂无数据,暂无数据,暂无数据,民水,民电,2,822,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/e5ae0742-4eed-4744-9769-bcef2b92b6f5.jpg.780x439.jpg,2019-07-13 13:01:37
松江,佘山,佘北家园竹青苑,80,1600元/月 (季付价),低楼层/8层,3室1厅,南,4个月前,2~3年,暂无数据,暂无数据,暂无数据,暂无数据,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/ef99ecec-f6b9-411e-9acb-1ae5f10f11cf.jpg.780x439.jpg,2019-07-13 13:01:42
虹口,北外滩,名江七星城,108,9800元/月 ,低楼层/31层,2室2厅,南,1个月前,暂无数据,有,暂无数据,民水,民电,4,355,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/79b732cc-ebf0-47b7-b870-3271a4a920b2.jpg.780x439.jpg,2019-07-13 13:01:46
徐汇,徐家汇,零陵小区,38,4500元/月 (季付价),中楼层/6层,1室1厅,南,4个月前,3年以上,无,暂无数据,民水,民电,5,76,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/fd72b1fa-8222-436a-8787-1a1448453b05.jpg.780x439.jpg,2019-07-13 13:01:51
静安,南京西路,静安紫苑,52,7800元/月 ,中楼层/27层,1室1厅,南,16天前,暂无数据,有,暂无数据,民水,民电,2,1012,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/72bcc71d-8c79-4da0-b923-c1a57e4e82f6.jpg.780x439.jpg,2019-07-13 13:01:56
虹口,曲阳,密二小区,40,3600元/月 ,高楼层/6层,1室1厅,南,1个月前,暂无数据,无,暂无数据,民水,民电,3,450,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/add658f9-8148-4e0a-a360-374c0702cdca.jpg.780x439.jpg,2019-07-13 13:02:01
